source_file,generations_last,generations_mean,avg_fitness_last,avg_fitness_mean,max_fitness_last,max_fitness_mean,min_fitness_last,min_fitness_mean,std_fitness_last,std_fitness_mean,best_individual,best_fitness,best_individual_last,best_individual_mean
log_Baseline_Random_run3_20250923_234840.pkl,0,0.0,0.06489828412904913,0.06489828412904913,0.2825254919003175,0.2825254919003175,0.008382676187854418,0.008382676187854418,0.05437332060630872,0.05437332060630872,,0.2825254919003175,,
log_Exp1_Small_1x8_run3_20250924_000837.pkl,50,25.0,0.31643487322750935,0.2313743244937727,0.355927344151441,0.2970097221328937,0.02754548267730007,0.08135299320120988,0.041000648088735304,0.05477695258787876,,0.355927344151441,-0.5632034096187611,-0.06140230287601933
log_Exp1_Small_1x8_run1_20250923_235500.pkl,50,25.0,0.31052719984416816,0.23133972967869437,0.3711148354795957,0.31250468000730525,0.04023260906786008,0.06265954838789842,0.07121645430320617,0.0630669472545157,,0.3711148354795957,0.4987451696784421,0.0022603912801902985
log_Baseline_Random_run2_20250923_234834.pkl,0,0.0,0.05213834317500769,0.05213834317500769,0.15997622658084945,0.15997622658084945,0.0031490145064364972,0.0031490145064364972,0.034264950067847876,0.034264950067847876,,0.15997622658084945,,
log_Exp2_Wide_1x32_run1_20250924_001801.pkl,50,25.0,0.32572874713890365,0.25907060370275437,0.34662914657062494,0.323001571796426,0.18818087155884392,0.10118253382270812,0.024230399418894738,0.04893842746427773,,0.34804823425100384,0.9939876643166548,0.028729235777660404
log_Exp2_Wide_1x32_run3_20250924_003632.pkl,50,25.0,0.296511751765574,0.24217432675777395,0.3236812959837714,0.3061719931811786,0.2245742942627586,0.1344401980829267,0.027295027250512038,0.0392327768555461,,0.35626111948472783,-3.2762512434030526,-0.0009763428943498366
log_Baseline_Random_run1_20250923_234828.pkl,0,0.0,0.05993403300661786,0.05993403300661786,0.2185250644694136,0.2185250644694136,0.0073110250298393685,0.0073110250298393685,0.04450804467702859,0.04450804467702859,,0.2185250644694136,,
log_Exp1_Small_1x8_run2_20250924_000141.pkl,50,25.0,0.28074857939095044,0.23270535317538404,0.325085169318258,0.3054959066343489,0.052269743366025086,0.04538477573693658,0.07000673018162439,0.07352997463348884,,0.3282748212966245,-0.1814323145296758,-0.2752761737881591
log_Exp2_Wide_1x32_run2_20250924_002745.pkl,50,25.0,0.3187362323397929,0.2231533470704914,0.39600383104900155,0.3275946490268984,0.05903692626165582,0.036136475934333126,0.0718507300075605,0.0699937637252565,,0.4387398780101828,-0.9468729802092277,-0.0909581482890381
